,UniProt ID,Synonyms
976,A6NNL5,"['Uncharacterized protein C15orf61', 'chromosome 15 open reading frame 61', '-', 'C15orf61']"
977,O75417,"['POLQ', 'PRO0327', 'DNA polymerase eta', 'DNA polymerase theta', 'EC 2.7.7.7']"
978,Q9BYV7,"['beta-carotene oxygenase 2', 'EC 1.13.11.71', ""Beta,beta-carotene 9',10'-oxygenase"", 'B-diox-II', 'BCDO2', 'BCO2', 'Beta-carotene dioxygenase 2', 'B-DIOX-II']"
979,P40305,"['Interferon alpha-inducible protein 27, mitochondrial', 'ISG12A', 'ISG12', 'P27', 'Interferon-stimulated gene 12a protein', 'FAM14D', 'Interferon alpha-induced 11.5 kDa protein', 'p27', 'IFI27', 'ISG12(a)', 'interferon alpha inducible protein 27']"
980,Q08257,"['-', 'CRYZ', 'crystallin zeta', 'NADPH:quinone reductase', 'Zeta-crystallin', 'Quinone oxidoreductase', 'EC 1.6.5.5']"
981,P32322,"['pyrroline-5-carboxylate reductase 1', 'PIG45', 'PP222', 'P5CR 1', 'P5C reductase 1', 'EC 1.5.1.2', 'P5CR', 'ARCL2B', 'Pyrroline-5-carboxylate reductase 1, mitochondrial', 'PYCR', 'ARCL3B', 'PYCR1', 'P5C', 'PRO3']"
982,Q9NVH6,"['TML-alpha-ketoglutarate dioxygenase', 'Epsilon-trimethyllysine hydroxylase', 'TMLD', 'AUTSX6', 'Epsilon-trimethyllysine 2-oxoglutarate dioxygenase', 'XAP130', 'trimethyllysine hydroxylase, epsilon', 'TML dioxygenase', 'TML hydroxylase', 'TMLHED', 'EC 1.14.11.8', 'BBOX2', 'Trimethyllysine dioxygenase, mitochondrial', 'TMLH', 'TMLHE']"
983,Q15388,"['Mitochondrial 20 kDa outer membrane protein', 'TOMM20', 'Outer mitochondrial membrane receptor Tom20', 'TOM20', 'MOM19', 'translocase of outer mitochondrial membrane 20', 'Mitochondrial import receptor subunit TOM20 homolog', 'MAS20']"
984,Q86U90,"['hIRIP', 'Dopamine receptor-interacting protein 3', 'SUA5', 'DRIP3', 'yrdC N6-threonylcarbamoyltransferase domain containing', 'Ischemia/reperfusion-inducible protein homolog', 'YrdC domain-containing protein, mitochondrial', 'IRIP', 'YRDC']"
985,Q96BR5,"['SELRC1', 'C1orf163', 'SCAN3', 'Sel1 repeat-containing protein 1', 'Cytochrome c oxidase assembly factor 7', 'Respiratory chain assembly factor 1', 'RESA1', 'cytochrome c oxidase assembly factor 7 (putative)', 'Beta-lactamase hcp-like protein', 'COA7']"
986,Q13268,"['EC 1.1.1.-', 'SDR25C1', 'Dicarbonyl reductase HEP27', 'Short chain dehydrogenase/reductase family 25C member 1', 'HEP27', 'DHRS2', 'dehydrogenase/reductase 2', 'Dehydrogenase/reductase SDR family member 2, mitochondrial', 'Protein D']"
987,Q8IVH4,"['EC 3.6.-.-', 'MMAA', 'metabolism of cobalamin associated A', 'Methylmalonic aciduria type A protein, mitochondrial', 'cblA']"
988,Q9NQG6,"['mitochondrial elongation factor 1', 'MIEF1-MP', 'Smith-Magenis syndrome chromosomal region candidate gene 7 protein-like', 'SMCR7-like protein', 'SMCR7L', 'Mitochondrial dynamics protein MID51', 'Mitochondrial dynamics protein of 51 kDa', 'MID51', 'HSU79252', 'dJ1104E15.3', 'MIEF1', 'AltMIEF1', 'Mitochondrial elongation factor 1']"
989,Q9C002,"['MIR147BHG', 'FOAP-11', 'chromosome 15 open reading frame 48', 'C15orf48', 'COXFA4L3', 'NMES1', 'Normal mucosa of esophagus-specific gene 1 protein', 'Protein FOAP-11']"
990,P49916,"['DNA ligase 3', 'LIG2', 'EC 6.5.1.1', 'LIG3', 'LIG3alpha', 'Polydeoxyribonucleotide synthase [ATP] 3', 'DNA ligase III']"
991,O60238,"['NIX', 'NIP3-like protein X', 'BCL2 interacting protein 3 like', 'BNIP3a', 'BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like', 'NIP3L', 'BNIP3L', 'Adenovirus E1B19K-binding protein B5', 'BCL2/adenovirus E1B 19 kDa protein-interacting protein 3A']"
992,Q7L8L6,"['FAST kinase domains 5', 'FAST kinase domain-containing protein 5, mitochondrial', 'dJ1187M17.5', 'FASTKD5']"
993,Q99497,"['Parkinson disease protein 7', 'EC 3.1.2.-', 'Oncogene DJ1', 'HEL-S-67p', 'EC 3.5.1.-', 'Parkinsonism-associated deglycase', 'Parkinsonism associated deglycase', 'Protein DJ-1', 'PARK7', 'EC 3.5.1.124', 'DJ1', 'Protein/nucleic acid deglycase DJ-1', 'Maillard deglycase', 'DJ-1', 'GATD2']"
994,Q9GZY4,"['COA1', 'Mitochondrial translation regulation assembly intermediate of cytochrome c oxidase protein of 15 kDa', 'C7orf44', 'cytochrome c oxidase assembly factor 1 homolog', 'Cytochrome c oxidase assembly factor 1 homolog', 'MITRAC15']"
995,Q8TF08,"['Cytochrome c oxidase polypeptide VIIb2', '-', 'cytochrome c oxidase subunit 7B2', 'COX7B2', 'Cytochrome c oxidase subunit 7B2, mitochondrial']"
996,P03901,"['MT-ND4L', 'NADH dehydrogenase subunit 4L', 'EC 7.1.1.2', 'NADH-ubiquinone oxidoreductase chain 4L', 'NADH dehydrogenase, subunit 4L (complex I)', 'MTND4L']"
997,Q9Y6E7,"['SIR2L4', 'SIRT4', 'EC 2.3.1.-', 'NAD-dependent protein deacetylase sirtuin-4', 'EC 2.4.2.-', 'Regulatory protein SIR2 homolog 4', 'SIR2-like protein 4', 'NAD-dependent ADP-ribosyltransferase sirtuin-4', 'EC 2.3.1.286', 'sirtuin 4', 'NAD-dependent protein lipoamidase sirtuin-4, mitochondrial']"
998,Q9BRT2,"['M19', 'Ubiquinol-cytochrome-c reductase complex assembly factor 2', 'Cbp6', 'bA6B20.2', 'Mitochondrial nucleoid factor 1', 'ubiquinol-cytochrome c reductase complex assembly factor 2', 'C6orf126', 'Mitochondrial protein M19', 'MC3DN7', 'C6orf125', 'UQCC2', 'Breast cancer-associated protein SGA-81M', 'MNF1']"
999,Q70CQ3,"['-', 'EC 3.4.19.12', 'USP30', 'Ubiquitin-specific-processing protease 30', 'Ubiquitin thioesterase 30', 'Ub-specific protease 30', 'ubiquitin specific peptidase 30', 'Ubiquitin carboxyl-terminal hydrolase 30', 'Deubiquitinating enzyme 30']"
1000,Q6L8Q7,"[""2'-PDE"", ""2',5'-phosphodiesterase 12"", 'EC 3.1.4.-', 'Mitochondrial deadenylase', '2-PDE', 'PDE12', 'EC 3.1.13.4', 'phosphodiesterase 12']"
1001,Q13232,"['NM23-H3', 'EC 2.7.4.6', 'NDP kinase 3', 'NDPKC', 'NM23H3', 'Nucleoside diphosphate kinase C', 'nm23-H3', 'Nucleoside diphosphate kinase 3', 'DR-nm23', 'NME3', 'c371H6.2', 'NDK 3', 'NME/NM23 nucleoside diphosphate kinase 3', 'NDPK-C']"
1002,Q7L2E3,"['NEDMIAL', 'DExH-box helicase 30', 'DDX30', 'DEAH box protein 30', 'ATP-dependent RNA helicase DHX30', 'RETCOR', 'EC 3.6.4.13', 'DHX30']"
1003,Q14296,"['FAST kinase', 'Fas activated serine/threonine kinase', 'FAST', 'EC 2.7.11.8', 'Fas-activated serine/threonine kinase', 'FASTK']"
1004,A6NJ78,"['METTL15', '12S rRNA m4C methyltransferase', '12S rRNA N4-methylcytidine (m4C) methyltransferase', 'EC 2.1.1.-', 'Methyltransferase 5 domain-containing protein 1', 'METT5D1', 'methyltransferase like 15', 'Methyltransferase-like protein 15']"
1005,Q07973,"['Cytochrome P450-CC24', 'P450-CC24', 'CYP24A1', '1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial', 'CP24', 'HCAI', 'EC 1.14.15.16', 'CYP24', 'cytochrome P450 family 24 subfamily A member 1', '24-OHase', 'HCINF1', 'Vitamin D(3) 24-hydroxylase', 'Cytochrome P450 24A1']"
1006,Q9UK39,"['NOCT', 'Carbon catabolite repression 4-like protein', 'CCR4L', 'EC 3.1.3.-', 'Nocturnin', 'Ccr4c', 'NOC', 'nocturnin', 'CCRN4L']"
1007,Q9BZ23,"['Pantothenate kinase 2, mitochondrial', 'Pantothenic acid kinase 2', 'HARP', 'NBIA1', 'iPanK2', 'PKAN', 'Pantothenate kinase 2, mitochondrial intermediate form', 'EC 2.7.1.33', 'C20orf48', 'PANK2', 'HSS', 'Pantothenate kinase 2, mitochondrial mature form', 'hPanK2', 'pantothenate kinase 2', 'mPanK2']"
1008,P35218,"['EC 4.2.1.1', 'CA-VA', 'CAVA', 'carbonic anhydrase 5A', 'CA5AD', 'Carbonate dehydratase VA', 'Carbonic anhydrase 5A, mitochondrial', 'GS1-21A4.1', 'Carbonic anhydrase VA', 'CAV', 'CA5A', 'CA5']"
1009,Q9H857,"['EC 3.1.3.-', '-', ""5'-nucleotidase domain containing 2"", 'NT5DC2', ""5'-nucleotidase domain-containing protein 2""]"
1010,Q5T9A4,"['ATPase family AAA domain containing 3B', 'TOB3', 'ATPase family AAA domain-containing protein 3B', 'AAA-TOB3', 'ATAD3B']"
1011,O95900,"['EC 5.4.99.-', 'Mitochondrial mRNA pseudouridine synthase TRUB2', 'CLONE24922', 'TRUB2', 'TruB pseudouridine synthase family member 2']"
1012,P17612,"['EC 2.7.11.11', 'PKACA', 'PPNAD4', 'cAMP-dependent protein kinase catalytic subunit alpha', 'protein kinase cAMP-activated catalytic subunit alpha', 'PRKACA', 'PKA C-alpha']"
1013,Q86VU5,"['-', 'COMTD1', 'EC 2.1.1.-', 'Catechol O-methyltransferase domain-containing protein 1', 'catechol-O-methyltransferase domain containing 1']"
1014,Q8TCG5,"['EC 2.3.1.21', 'CPT1-B', 'Carnitine O-palmitoyltransferase 1, brain isoform', 'CPT1C', 'CATL1', 'CPT1P', 'SPG73', 'CPTI-B', 'Carnitine palmitoyltransferase 1C', 'carnitine palmitoyltransferase 1C', 'CPT IC', 'CPTIC', 'Carnitine O-palmitoyltransferase I, brain isoform']"
1015,Q6P1S2,"['Protein AC3-33', 'C3orf33', 'chromosome 3 open reading frame 33', 'AC3-33', 'Protein C3orf33']"
1016,Q7L4E1,"['MIGA2', 'C9orf54', 'FAM73B', 'mitoguardin 2', 'Mitoguardin 2', 'Protein FAM73B']"
1017,Q7KZF4,"['p100 co-activator', 'Tudor-SN', 'Tudor domain-containing protein 11', 'Staphylococcal nuclease domain-containing protein 1', 'EC 3.1.31.1', 'p100', 'TDRD11', '100 kDa coactivator', 'staphylococcal nuclease and tudor domain containing 1', 'EBNA2 coactivator p100', 'SND1']"
1018,P49448,"['GLUD2', 'Glutamate dehydrogenase 2, mitochondrial', 'GDH2', 'GDH 2', 'EC 1.4.1.3', 'GLUDP1', 'glutamate dehydrogenase 2']"
1019,Q96IR7,"['EC 1.13.-.-', '4-hydroxyphenylpyruvate dioxygenase-like protein', 'HPD-like protein', 'GLOXD1', 'HPDL', '4-hydroxyphenylpyruvate dioxygenase like', '4-HPPD-L', 'Glyoxalase domain-containing protein 1']"
1020,Q5VTE6,"['Protein angel homolog 2', 'Ccr4d', 'KIAA0759L', 'angel homolog 2', 'ANGEL2']"
1021,Q9BQD7,"['FAM173A', 'ANT-KMT', 'adenine nucleotide translocase lysine methyltransferase', 'Adenine nucleotide translocase lysine N-methyltransferase', 'ANTKMT', 'EC 2.1.1.-', 'C16orf24']"
1022,Q6UW78,"['MC3DN9', 'Ubiquinol-cytochrome-c reductase complex assembly factor 3', 'Assembly factor CBP4 homolog', 'CCDS41658.1', 'ubiquinol-cytochrome c reductase complex assembly factor 3', 'UNQ655', 'C11orf83', 'UQCC3']"
1023,Q13162,"['Peroxiredoxin-4', 'HEL-S-97n', 'Thioredoxin-dependent peroxide reductase A0372', 'peroxiredoxin 4', 'AOE37-2', 'Thioredoxin-dependent peroxiredoxin 4', 'PRX-4', 'EC 1.11.1.24', 'Prx-IV', 'AOE372', 'Thioredoxin peroxidase AO372', 'PRDX4', 'Peroxiredoxin IV', 'Antioxidant enzyme AOE372']"
1024,Q96SZ6,"['CGI-05', 'CDK5RAP1', 'EC 2.8.4.3', 'mt-tRNA-2-methylthio-N6-dimethylallyladenosine synthase', 'C20orf34', 'mt-tRNA-N6-(dimethylallyl)adenosine(37) methylthiotransferase', 'HSPC167', 'CDK5 regulatory subunit associated protein 1', 'C42', 'CDK5 regulatory subunit-associated protein 1', 'CDK5 activator-binding protein C42', 'Mitochondrial tRNA methylthiotransferase CDK5RAP1']"
1025,P22234,"['SAICAR synthetase', 'phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase', 'Multifunctional protein ADE2', 'EC 4.1.1.21', 'ADE2H1', 'PAIS', 'Phosphoribosylaminoimidazole-succinocarboxamide synthase', 'PAICS', 'AIRC', 'Phosphoribosylaminoimidazole carboxylase', 'ADE2', 'AIR carboxylase', 'EC 6.3.2.6']"
1026,Q8TDB4,"['HUMMR', 'C4orf49', 'Corneal endothelium-specific protein 1', 'Mitochondria-localized glutamic acid-rich protein', 'Hypoxia up-regulated mitochondrial movement regulator protein', 'OSAP', 'mitochondria localized glutamic acid rich protein', 'Ovary-specific acidic protein', 'MGARP', 'CESP-1', 'Protein MGARP']"
1027,Q9BSH5,"['haloacid dehalogenase like hydrolase domain containing 3', 'Haloacid dehalogenase-like hydrolase domain-containing protein 3', 'C9orf158', '2810435D12Rik', 'HDHD3']"
1028,P19099,"['CYP11B2', 'Cytochrome P450 11B2, mitochondrial', 'Steroid 18-hydroxylase', 'CYPXIB2', 'ALDOS', 'CPN2', 'CYP11B', 'Steroid 11-beta-hydroxylase, CYP11B2', 'P450C18', 'EC 1.14.15.4', 'Cytochrome P-450Aldo', 'CYP11BL', 'P-450C18', 'cytochrome P450 family 11 subfamily B member 2', 'EC 1.14.15.5', 'Aldosterone synthase', 'Corticosterone 18-monooxygenase, CYP11B2', 'P450aldo', 'Aldosterone-synthesizing enzyme', 'Cytochrome P-450C18']"
1029,Q9NRZ5,"['AGPAT4', '1-AGPAT 4', '1-AGPAT4', '1-AGP acyltransferase 4', 'dJ473J16.2', '1-acyl-sn-glycerol-3-phosphate acyltransferase delta', 'Lysophosphatidic acid acyltransferase delta', 'EC 2.3.1.51', 'LPAAT-delta', '1-acylglycerol-3-phosphate O-acyltransferase 4']"
1030,Q96I51,"['WBSCR16', 'RCC1-like', 'Williams-Beuren syndrome chromosomal region 16 protein', 'RCC1 like', 'RCC1L', 'RCC1-like G exchanging factor-like protein']"
1031,Q8N0U4,"['FAM185A', '-', 'Protein FAM185A', 'family with sequence similarity 185 member A']"
1032,Q13794,"['APR', 'Immediate-early-response protein APR', 'Phorbol-12-myristate-13-acetate-induced protein 1', 'PMA-induced protein 1', 'NOXA', 'PMAIP1', 'Protein Noxa', 'phorbol-12-myristate-13-acetate-induced protein 1']"
1033,Q9Y2W6,"['TDRD2', 'TDRKH', 'tudor and KH domain containing', 'Tudor and KH domain-containing protein', 'Tudor domain-containing protein 2']"
1034,Q6J4K2,"['SLC8B1', 'Na(+)/K(+)/Ca(2+)-exchange protein 6', 'Solute carrier family 8 member B1', 'SLC24A6', 'Sodium/calcium exchanger protein, mitochondrial', 'NCKX6', 'Mitochondrial sodium/calcium exchanger protein', 'NCLX', 'Solute carrier family 24 member 6', 'solute carrier family 8 member B1', 'Sodium/potassium/calcium exchanger 6']"
1035,O15528,"['cytochrome P450 family 27 subfamily B member 1', '25-hydroxyvitamin D(3) 1-alpha-hydroxylase', 'PDDR', '25-OHD-1 alpha-hydroxylase', 'Cytochrome P450C1 alpha', 'CYP27B', 'Calcidiol 1-monooxygenase', 'VDR', 'CYP27B1', 'CYP1', 'Cytochrome P450VD1-alpha', 'VDDRI', 'VDD1', 'EC 1.14.15.18', '25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial', 'VD3 1A hydroxylase', 'P450c1', 'CYP1alpha', 'VDDR', 'Cytochrome p450 27B1', 'Cytochrome P450 subfamily XXVIIB polypeptide 1', 'CP2B']"
1036,Q9UHN1,"['POLG2', 'DNA polymerase gamma accessory 55 kDa subunit', 'PEOA4', 'DNA polymerase gamma 2, accessory subunit', 'MTDPS16', 'MTPOLB', 'Mitochondrial DNA polymerase accessory subunit', 'p55', 'PolG-beta', 'POLGB', 'POLG-BETA', 'POLB', 'DNA polymerase subunit gamma-2, mitochondrial', 'HP55', 'MtPolB']"
1037,Q8N1Q8,"['thioesterase superfamily member 5', 'Acyl-coenzyme A thioesterase 15', 'Thioesterase superfamily member 5', 'Acyl-CoA thioesterase THEM5', 'Acyl-coenzyme A thioesterase THEM5', 'THEM5', 'ACOT15', 'EC 3.1.2.2']"
1038,Q13323,"['BP4', 'NBK', 'Apoptosis inducer NBK', 'BCL2 interacting killer', 'BIP1', 'Bcl-2-interacting killer', 'BIK']"
1039,Q99551,"['mitochondrial transcription termination factor 1', 'mTERF', 'MTERF', 'mTERF1', 'Transcription termination factor 1, mitochondrial', 'Mitochondrial transcription termination factor 1', 'MTERF1']"
1040,Q6P444,"['FAM54A', 'DUF729 domain-containing protein 1', 'Mitochondrial fission regulator 2', 'DUFD1', 'MTFR2', 'mitochondrial fission regulator 2']"
1041,P36969,"['GSHPx-4', 'MCSP', 'EC 1.11.1.12', 'GPX4', 'PHGPx', 'Glutathione peroxidase 4', 'snPHGPx', 'SMDS', 'snGPx', 'glutathione peroxidase 4', 'Phospholipid hydroperoxide glutathione peroxidase', 'GPx-4']"
1042,Q6UXN7,"['translocase of outer mitochondrial membrane 20 like', 'TOMM20-like protein 1', 'UNQ9438', 'TOMM20L']"
1043,P21964,"['catechol-O-methyltransferase', 'HEL-S-98n', 'Catechol O-methyltransferase', 'EC 2.1.1.6', 'COMT']"
1044,Q86UA3,"['Gamm1', 'C12orf10', 'MYG', 'MSTP024', 'MYG1 exonuclease', 'MYG1', 'EC 3.1.-.-', 'MST024']"
1045,Q8TB22,"['SSP411', 'SPATA20', 'Ssp411', 'Sperm-specific protein 411', 'spermatogenesis associated 20', 'HEL-S-98', 'Tisp78', 'Spermatogenesis-associated protein 20']"
1046,Q9BYC2,"['3-oxoacid CoA-transferase 2', 'EC 2.8.3.5', 'SCOT-t', 'SCOTT', 'OXCT2', 'Succinyl-CoA:3-ketoacid coenzyme A transferase 2, mitochondrial', 'FKSG25', '3-oxoacid CoA-transferase 2A', 'Testis-specific succinyl-CoA:3-oxoacid CoA-transferase']"
1047,Q96BQ5,"['Coiled-coil domain-containing protein 127', 'coiled-coil domain containing 127', 'CCDC127', '-']"
1048,Q16526,"['Cryptochrome-1', 'cryptochrome circadian regulator 1', 'PHLL1', 'DSPD', 'CRY1']"
1049,Q68CK6,"['EC 6.2.1.25', 'ACSM2', 'Benzoate--CoA ligase', 'Xenobiotic/medium-chain fatty acid-CoA ligase HXM-A', 'acyl-CoA synthetase medium chain family member 2B', 'ACSM2B', 'Acyl-CoA synthetase medium-chain family member 2B', 'HXMA', 'Butyrate--CoA ligase 2B', 'Acyl-coenzyme A synthetase ACSM2B, mitochondrial', 'HYST1046', 'Butyryl-coenzyme A synthetase 2B', 'Middle-chain acyl-CoA synthetase 2B', 'EC 6.2.1.2']"
1050,Q96H55,"['Myosin head domain-containing protein 1', 'myosin XIX', 'Unconventional myosin-XIX', 'MYO19', 'MYOHD1']"
1051,Q9BQP7,"['DDK1', 'mitochondrial genome maintenance exonuclease 1', 'bA504H3.4', 'Mitochondrial genome maintenance exonuclease 1', 'MTDPS11', 'C20orf72', 'EC 3.1.-.-', 'MGME1']"
1052,O43236,"['SEPT4', 'SEPTIN4', 'CE5B3', 'Cerebral protein 7', 'septin 4', 'C17orf47', 'SEP4', 'CE5B3 beta', 'PNUTL2', 'Brain protein H5', 'BRADEION', 'Peanut-like protein 2', 'ARTS', 'MART', 'Cell division control-related protein 2', 'Bradeion beta', 'Septin-4', 'hucep-7', 'H5', 'Apoptosis-related protein in the TGF-beta signaling pathway', 'hCDCREL-2']"
1053,Q9BUP0,"['EF-hand domain-containing protein 1', 'EFHD1', 'EF-hand domain family member D1', 'PP3051', 'MST133', 'MSTP133', 'EF-hand domain-containing protein D1', 'SWS2', 'Swiprosin-2']"
1054,Q9BUV8,"['RAB5 interacting factor', 'Rab5-interacting protein', 'RAB5IF', 'RCAF1', 'PNAS-11', 'C20orf24', 'RIP5', 'Respirasome Complex Assembly Factor 1']"
1055,P27695,"['APE-1', 'DNA-(apurinic or apyrimidinic site) endonuclease', 'APEX1', 'APEN', 'apurinic/apyrimidinic endodeoxyribonuclease 1', 'APX', 'HAP1', 'REF1', 'APEX', 'Apurinic-apyrimidinic endonuclease 1', 'Redox factor-1', 'DNA-(apurinic or apyrimidinic site) endonuclease, mitochondrial', 'APE', 'EC 3.1.-.-', 'APE1', 'REF-1', 'APEX nuclease', 'AP endonuclease 1']"
1056,O15270,"['Long chain base biosynthesis protein 2', 'NSAN1C', 'SPT2', 'SPT 2', 'LCB 2', 'LCB2A', 'HSN1C', 'serine palmitoyltransferase long chain base subunit 2', 'EC 2.3.1.50', 'LCB2', 'hLCB2a', 'SPTLC2', 'Serine-palmitoyl-CoA transferase 2', 'Long chain base biosynthesis protein 2a', 'Serine palmitoyltransferase 2', 'LCB2a']"
1057,Q96GE9,"['Transmembrane protein 261', 'distal membrane arm assembly complex 1', 'Distal membrane-arm assembly complex protein 1', 'DMAC1', 'TMEM261', 'C9orf123']"
1058,Q6P4H8,"['ATPSCKMT', 'ATP synthase subunit C lysine N-methyltransferase', 'Protein N-lysine methyltransferase FAM173B', 'hFAM173B', 'FAM173B', 'EC 2.1.1.-', 'JS-2', 'ATP synthase c subunit lysine N-methyltransferase']"
1059,Q8WWR8,"['-', 'neuraminidase 4', 'EC 3.2.1.18', 'Sialidase-4', 'N-acetyl-alpha-neuraminidase 4', 'NEU4']"
1060,P55211,"['Apoptotic protease Mch-6', 'Caspase-9', 'EC 3.4.22.62', 'CASP9', 'caspase 9', 'Apoptotic protease-activating factor 3', 'PPP1R56', 'ICE-like apoptotic protease 6', 'MCH6', 'APAF3', 'ICE-LAP6', 'Caspase-9 subunit p35', 'CASP-9', 'APAF-3', 'Caspase-9 subunit p10']"
1061,Q53H12,"['Multi-substrate lipid kinase', 'MuLK', 'CTRCT38', 'hAGK', 'AGK', 'HsMuLK', 'EC 2.7.1.107', 'MULK', 'acylglycerol kinase', 'EC 2.7.1.138', 'Multiple substrate lipid kinase', 'EC 2.7.1.94', 'CATC5', 'Acylglycerol kinase, mitochondrial', 'MTDPS10']"
1062,Q07820,"['TM', 'MCL1-ES', 'Bcl-2-related protein EAT/mcl1', 'MCL1S', 'Mcl-1', 'MCL1', 'MCL1 apoptosis regulator, BCL2 family member', 'bcl2-L-3', 'Bcl-2-like protein 3', 'Induced myeloid leukemia cell differentiation protein Mcl-1', 'BCL2L3', 'EAT', 'Bcl2-L-3', 'MCL1L', 'mcl1/EAT']"
1063,Q9NX74,"['tRNA-dihydrouridine(20) synthase [NAD(P)+]-like', 'tRNA-dihydrouridine synthase 2-like', 'DUS2', 'DUS2L', 'URLC8', 'dihydrouridine synthase 2', 'SMM1', 'EC 1.3.1.91', 'hDUS2', 'Up-regulated in lung cancer protein 8', 'Dihydrouridine synthase 2']"
1064,Q8N2A8,"['PLD 6', 'phospholipase D family member 6', 'Phosphatidylcholine-hydrolyzing phospholipase D6', 'Mitochondrial cardiolipin hydrolase', 'Mitochondrial phospholipase', 'Choline phosphatase 6', 'MitoPLD', 'PLD6', 'Phospholipase D6', 'Protein zucchini homolog', 'EC 3.1.-.-', 'ZUC']"
1065,Q15785,"['hTom34', 'URCC3', 'TOMM34', 'TOM34', 'Mitochondrial import receptor subunit TOM34', 'translocase of outer mitochondrial membrane 34', 'Translocase of outer membrane 34 kDa subunit', 'HTOM34P']"
1066,O15091,"['Mitochondrial ribonuclease P protein 3', 'EC 3.1.26.5', 'Protein only RNase P catalytic subunit', 'MRPP3', 'PRORP', 'KIAA0391', 'Mitochondrial ribonuclease P catalytic subunit', 'Mitochondrial RNase P protein 3', 'protein only RNase P catalytic subunit']"
1067,Q9NRY6,"['phospholipid scramblase 3', '-', 'PL scramblase 3', 'PLSCR3', 'Phospholipid scramblase 3', 'Ca(2+)-dependent phospholipid scramblase 3']"
1068,O75438,"['NDUFB1', 'NADH:ubiquinone oxidoreductase subunit B1', 'NADH-ubiquinone oxidoreductase MNLL subunit', 'NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1', 'MNLL', 'CI-SGDH', 'CI-MNLL', 'Complex I-MNLL']"
1069,B4DJ38,"['cDNA FLJ56092, highly similar to Pentatricopeptide repeat protein 1', 'ATP5MF-PTCD1 readthrough', 'ATP5J2-PTCD1', 'ATP5MF-PTCD1']"
1070,Q14790,"['MCH5', 'Caspase-8', 'MACH', 'ALPS2B', 'ICE-like apoptotic protease 5', 'Apoptotic cysteine protease', 'FLICE', 'EC 3.4.22.61', 'FADD-homologous ICE/ced-3-like protease', 'MORT1-associated ced-3 homolog', 'CAP4', 'Caspase-8 subunit p18', 'CASP8', 'Caspase-8 subunit p10', 'caspase 8', 'FADD-like ICE', 'Apoptotic protease Mch-5', 'CASP-8', 'Casp-8']"
1071,Q07817,"['BCLX', 'BCL2L', 'Bcl-X', 'Apoptosis regulator Bcl-X', 'Bcl2-L-1', 'PPP1R52', 'BCL2 like 1', 'BCL2L1', 'Bcl-2-like protein 1', 'BCL-XL/S']"
1072,Q9NVH0,"[""Exonuclease 3'-5' domain-containing protein 2"", ""exonuclease 3'-5' domain containing 2"", ""3'-5' exoribonuclease EXD2"", 'C14orf114', 'EC 3.1.13.-', 'EXD2', ""Exonuclease 3'-5' domain-like-containing protein 2"", 'EC 3.1.11.1', 'EXDL2']"
